post_id,user_id,college_id,content_type,post_description,media_name,created_at,updated_at
1504,18,102,IMAGE,Great learning experience,,2025-12-18 16:12:13.190943,2026-01-26 16:12:13.200291
1505,91,102,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-12-13 16:12:13.190946,2026-01-06 16:12:13.200294
1506,318,101,IMAGE,Placement drive updates,fest.jpg,2025-10-01 16:12:13.190948,2026-01-01 16:12:13.200296
1507,425,104,TEXT,Placement drive updates,,2026-01-21 16:12:13.190950,2026-01-14 16:12:13.200298
1508,460,101,TEXT,Placement drive updates,campus.jpg,2025-12-27 16:12:13.190953,2025-12-31 16:12:13.200300
1509,60,101,TEXT,Hackathon highlights,,2025-11-15 16:12:13.190955,2026-01-03 16:12:13.200303
1510,24,103,IMAGE,Cultural fest memories,fest.jpg,2025-12-03 16:12:13.190958,2026-01-03 16:12:13.200305
1511,107,103,TEXT,Workshop on AI and Data Science,hackathon.jpg,2026-01-25 16:12:13.190960,2026-01-14 16:12:13.200308
1512,64,102,IMAGE,Great learning experience,campus.jpg,2025-10-21 16:12:13.190963,2026-01-18 16:12:13.200310
1513,23,101,VIDEO,Great learning experience,placement.jpg,2025-09-10 16:12:13.190965,2026-01-29 16:12:13.200312
1514,393,101,TEXT,Great learning experience,hackathon.jpg,2025-11-21 16:12:13.190967,2026-01-27 16:12:13.200314
1515,361,104,TEXT,Cultural fest memories,fest.jpg,2025-11-07 16:12:13.190970,2026-01-24 16:12:13.200317
1516,381,101,TEXT,Hackathon highlights,,2025-08-28 16:12:13.190972,2026-01-28 16:12:13.200319
1517,466,104,VIDEO,Cultural fest memories,placement.jpg,2025-09-03 16:12:13.190975,2026-01-27 16:12:13.200321
1518,431,101,TEXT,Campus life moments,workshop.jpg,2025-11-17 16:12:13.190977,2026-01-04 16:12:13.200324
1519,433,103,VIDEO,Hackathon highlights,hackathon.jpg,2025-10-26 16:12:13.190979,2026-01-13 16:12:13.200326
1520,190,103,VIDEO,Hackathon highlights,,2026-01-21 16:12:13.190982,2026-01-27 16:12:13.200328
1521,4,102,IMAGE,Great learning experience,,2025-10-09 16:12:13.190984,2026-01-16 16:12:13.200330
1522,189,102,TEXT,Great learning experience,placement.jpg,2025-11-10 16:12:13.190986,2026-01-25 16:12:13.200333
1523,218,104,TEXT,Great learning experience,fest.jpg,2025-11-23 16:12:13.190989,2026-01-18 16:12:13.200335
1524,374,102,VIDEO,Hackathon highlights,placement.jpg,2025-09-27 16:12:13.190991,2026-01-22 16:12:13.200337
1525,410,104,TEXT,Workshop on AI and Data Science,fest.jpg,2025-09-02 16:12:13.190994,2026-01-15 16:12:13.200340
1526,347,103,IMAGE,Placement drive updates,placement.jpg,2026-01-23 16:12:13.190996,2026-01-29 16:12:13.200342
1527,426,102,IMAGE,Workshop on AI and Data Science,hackathon.jpg,2025-08-16 16:12:13.190998,2026-01-16 16:12:13.200344
1528,105,102,VIDEO,Cultural fest memories,workshop.jpg,2025-09-10 16:12:13.191000,2026-01-26 16:12:13.200346
1529,317,102,VIDEO,Great learning experience,campus.jpg,2025-09-25 16:12:13.191003,2026-01-08 16:12:13.200349
1530,158,104,TEXT,Great learning experience,hackathon.jpg,2025-11-15 16:12:13.191005,2026-01-12 16:12:13.200351
1531,70,104,IMAGE,Workshop on AI and Data Science,workshop.jpg,2025-08-03 16:12:13.191008,2026-01-05 16:12:13.200353
1532,380,104,IMAGE,Great learning experience,workshop.jpg,2025-11-15 16:12:13.191010,2025-12-30 16:12:13.200356
1533,163,102,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-09-04 16:12:13.191012,2026-01-16 16:12:13.200358
1534,8,101,IMAGE,Placement drive updates,fest.jpg,2025-10-12 16:12:13.191015,2026-01-20 16:12:13.200360
1535,342,104,VIDEO,Hackathon highlights,placement.jpg,2026-01-06 16:12:13.191017,2026-01-19 16:12:13.200362
1536,166,101,TEXT,Placement drive updates,placement.jpg,2025-10-30 16:12:13.191019,2026-01-24 16:12:13.200365
1537,219,104,IMAGE,Cultural fest memories,,2025-10-12 16:12:13.191022,2026-01-17 16:12:13.200367
1538,239,101,IMAGE,Great learning experience,placement.jpg,2025-08-22 16:12:13.191025,2026-01-27 16:12:13.200369
1539,299,102,IMAGE,Great learning experience,workshop.jpg,2025-09-06 16:12:13.191027,2026-01-16 16:12:13.200372
1540,165,104,VIDEO,Workshop on AI and Data Science,hackathon.jpg,2025-11-04 16:12:13.191029,2026-01-12 16:12:13.200374
1541,476,101,TEXT,Cultural fest memories,fest.jpg,2025-09-23 16:12:13.191032,2025-12-30 16:12:13.200376
1542,137,101,VIDEO,Placement drive updates,,2025-12-16 16:12:13.191035,2026-01-06 16:12:13.200378
1543,47,104,VIDEO,Campus life moments,fest.jpg,2025-11-05 16:12:13.191037,2026-01-24 16:12:13.200381
1544,444,103,VIDEO,Campus life moments,workshop.jpg,2025-12-26 16:12:13.191040,2026-01-10 16:12:13.200383
1545,130,104,VIDEO,Hackathon highlights,workshop.jpg,2025-10-22 16:12:13.191042,2025-12-31 16:12:13.200385
1546,304,103,TEXT,Campus life moments,,2025-11-05 16:12:13.191044,2026-01-01 16:12:13.200388
1547,500,102,TEXT,Campus life moments,campus.jpg,2026-01-01 16:12:13.191046,2026-01-28 16:12:13.200390
1548,300,102,TEXT,Campus life moments,hackathon.jpg,2025-10-19 16:12:13.191049,2026-01-05 16:12:13.200392
1549,408,104,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-11-24 16:12:13.191051,2026-01-01 16:12:13.200395
1550,445,101,IMAGE,Campus life moments,workshop.jpg,2025-08-05 16:12:13.191054,2026-01-26 16:12:13.200397
1551,405,104,IMAGE,Cultural fest memories,placement.jpg,2025-09-26 16:12:13.191056,2026-01-10 16:12:13.200400
1552,196,104,TEXT,Campus life moments,placement.jpg,2025-08-02 16:12:13.191058,2026-01-06 16:12:13.200408
1553,281,101,IMAGE,Great learning experience,workshop.jpg,2026-01-06 16:12:13.191061,2026-01-01 16:12:13.200411
1554,117,102,VIDEO,Cultural fest memories,campus.jpg,2026-01-05 16:12:13.191063,2026-01-02 16:12:13.200413
1555,433,102,IMAGE,Great learning experience,campus.jpg,2026-01-26 16:12:13.191066,2026-01-28 16:12:13.200416
1556,161,103,VIDEO,Placement drive updates,campus.jpg,2025-09-18 16:12:13.191068,2026-01-20 16:12:13.200418
1557,229,104,VIDEO,Workshop on AI and Data Science,campus.jpg,2025-09-18 16:12:13.191071,2026-01-05 16:12:13.200420
1558,499,102,VIDEO,Great learning experience,placement.jpg,2025-11-23 16:12:13.191073,2026-01-19 16:12:13.200423
1559,456,104,TEXT,Campus life moments,campus.jpg,2025-10-01 16:12:13.191075,2026-01-25 16:12:13.200425
1560,415,101,VIDEO,Placement drive updates,fest.jpg,2025-10-27 16:12:13.191078,2026-01-16 16:12:13.200427
1561,53,104,TEXT,Placement drive updates,,2025-11-17 16:12:13.191080,2026-01-15 16:12:13.200429
1562,99,103,TEXT,Cultural fest memories,fest.jpg,2025-08-18 16:12:13.191083,2026-01-06 16:12:13.200432
1563,453,102,TEXT,Cultural fest memories,campus.jpg,2025-12-05 16:12:13.191085,2026-01-07 16:12:13.200434
1564,404,101,TEXT,Great learning experience,workshop.jpg,2025-10-21 16:12:13.191087,2026-01-08 16:12:13.200436
1565,19,103,TEXT,Workshop on AI and Data Science,fest.jpg,2025-08-22 16:12:13.191090,2026-01-07 16:12:13.200439
1566,487,102,IMAGE,Placement drive updates,,2025-11-12 16:12:13.191092,2026-01-27 16:12:13.200441
1567,379,103,TEXT,Placement drive updates,hackathon.jpg,2025-11-19 16:12:13.191095,2026-01-24 16:12:13.200443
1568,61,101,VIDEO,Workshop on AI and Data Science,fest.jpg,2025-12-30 16:12:13.191097,2026-01-14 16:12:13.200445
1569,275,101,VIDEO,Great learning experience,workshop.jpg,2025-11-09 16:12:13.191099,2025-12-31 16:12:13.200448
1570,25,101,IMAGE,Hackathon highlights,placement.jpg,2025-09-18 16:12:13.191102,2026-01-28 16:12:13.200450
1571,436,103,VIDEO,Campus life moments,,2025-08-13 16:12:13.191104,2026-01-09 16:12:13.200452
1572,457,104,TEXT,Campus life moments,campus.jpg,2025-08-06 16:12:13.191106,2026-01-17 16:12:13.200455
1573,357,101,IMAGE,Hackathon highlights,campus.jpg,2025-11-21 16:12:13.191109,2026-01-27 16:12:13.200457
1574,113,101,IMAGE,Great learning experience,campus.jpg,2025-08-25 16:12:13.191114,2026-01-29 16:12:13.200459
1575,109,102,IMAGE,Great learning experience,workshop.jpg,2025-10-03 16:12:13.191117,2026-01-06 16:12:13.200461
1576,369,103,IMAGE,Campus life moments,fest.jpg,2025-09-23 16:12:13.191119,2026-01-20 16:12:13.200464
1577,333,103,TEXT,Campus life moments,,2025-08-13 16:12:13.191122,2025-12-30 16:12:13.200466
1578,222,101,TEXT,Workshop on AI and Data Science,fest.jpg,2025-10-18 16:12:13.191124,2026-01-10 16:12:13.200468
1579,171,101,IMAGE,Placement drive updates,hackathon.jpg,2025-09-03 16:12:13.191126,2026-01-26 16:12:13.200471
1580,254,103,VIDEO,Great learning experience,hackathon.jpg,2025-10-04 16:12:13.191128,2026-01-13 16:12:13.200473
1581,43,101,TEXT,Campus life moments,workshop.jpg,2025-10-08 16:12:13.191131,2026-01-01 16:12:13.200475
1582,198,104,IMAGE,Placement drive updates,fest.jpg,2025-12-12 16:12:13.191133,2025-12-30 16:12:13.200477
1583,46,103,TEXT,Cultural fest memories,hackathon.jpg,2025-12-28 16:12:13.191136,2026-01-05 16:12:13.200480
1584,309,103,VIDEO,Placement drive updates,fest.jpg,2025-10-07 16:12:13.191138,2026-01-23 16:12:13.200482
1585,98,103,VIDEO,Great learning experience,,2025-11-09 16:12:13.191140,2026-01-24 16:12:13.200485
1586,146,104,IMAGE,Great learning experience,hackathon.jpg,2025-11-13 16:12:13.191148,2026-01-19 16:12:13.200506
1587,120,102,IMAGE,Workshop on AI and Data Science,,2025-11-12 16:12:13.191151,2026-01-17 16:12:13.200509
1588,314,102,VIDEO,Great learning experience,placement.jpg,2025-11-05 16:12:13.191154,2026-01-05 16:12:13.200511
1589,22,102,IMAGE,Great learning experience,placement.jpg,2026-01-09 16:12:13.191156,2026-01-20 16:12:13.200513
1590,8,101,IMAGE,Placement drive updates,placement.jpg,2025-12-21 16:12:13.191159,2025-12-31 16:12:13.200516
1591,144,101,VIDEO,Great learning experience,hackathon.jpg,2025-10-13 16:12:13.191161,2026-01-05 16:12:13.200518
1592,110,101,TEXT,Placement drive updates,campus.jpg,2025-12-25 16:12:13.191163,2026-01-21 16:12:13.200520
1593,243,104,VIDEO,Hackathon highlights,hackathon.jpg,2025-12-22 16:12:13.191166,2026-01-22 16:12:13.200523
1594,429,101,VIDEO,Great learning experience,campus.jpg,2025-09-25 16:12:13.191168,2026-01-18 16:12:13.200525
1595,250,103,IMAGE,Cultural fest memories,campus.jpg,2025-09-20 16:12:13.191170,2026-01-29 16:12:13.200527
1596,143,103,VIDEO,Hackathon highlights,workshop.jpg,2025-11-23 16:12:13.191173,2026-01-18 16:12:13.200530
1597,255,104,TEXT,Workshop on AI and Data Science,hackathon.jpg,2025-11-05 16:12:13.191175,2026-01-15 16:12:13.200532
1598,376,103,VIDEO,Campus life moments,workshop.jpg,2026-01-24 16:12:13.191177,2026-01-01 16:12:13.200534
1599,114,102,TEXT,Workshop on AI and Data Science,,2025-11-17 16:12:13.191180,2026-01-04 16:12:13.200536
1600,202,101,TEXT,Hackathon highlights,campus.jpg,2026-01-11 16:12:13.191182,2026-01-03 16:12:13.200539
1601,107,102,VIDEO,Placement drive updates,,2025-09-05 16:12:13.191184,2026-01-15 16:12:13.200541
1602,427,104,TEXT,Workshop on AI and Data Science,fest.jpg,2025-09-19 16:12:13.191187,2026-01-16 16:12:13.200558
1603,41,102,IMAGE,Placement drive updates,hackathon.jpg,2025-08-24 16:12:13.191189,2026-01-02 16:12:13.200561
1604,492,103,VIDEO,Hackathon highlights,,2026-01-09 16:12:13.191192,2026-01-27 16:12:13.200563
1605,400,104,VIDEO,Workshop on AI and Data Science,placement.jpg,2025-10-06 16:12:13.191194,2026-01-22 16:12:13.200566
1606,167,103,TEXT,Hackathon highlights,campus.jpg,2025-08-25 16:12:13.191196,2026-01-24 16:12:13.200569
1607,446,101,VIDEO,Campus life moments,hackathon.jpg,2025-08-29 16:12:13.191199,2026-01-15 16:12:13.200572
1608,352,101,VIDEO,Campus life moments,campus.jpg,2026-01-27 16:12:13.191201,2026-01-25 16:12:13.200574
1609,279,101,VIDEO,Hackathon highlights,placement.jpg,2025-12-30 16:12:13.191204,2026-01-26 16:12:13.200577
1610,207,101,TEXT,Campus life moments,hackathon.jpg,2025-12-25 16:12:13.191206,2025-12-31 16:12:13.200580
1611,38,103,TEXT,Cultural fest memories,fest.jpg,2025-10-16 16:12:13.191208,2026-01-19 16:12:13.200583
1612,313,104,TEXT,Workshop on AI and Data Science,campus.jpg,2025-12-30 16:12:13.191211,2026-01-26 16:12:13.200585
1613,336,103,IMAGE,Cultural fest memories,placement.jpg,2025-08-31 16:12:13.191213,2026-01-17 16:12:13.200588
1614,134,102,IMAGE,Campus life moments,hackathon.jpg,2025-11-17 16:12:13.191216,2026-01-12 16:12:13.200591
1615,149,103,IMAGE,Workshop on AI and Data Science,,2025-09-07 16:12:13.191218,2026-01-28 16:12:13.200594
1616,137,103,VIDEO,Cultural fest memories,,2026-01-14 16:12:13.191220,2026-01-16 16:12:13.200596
1617,433,104,IMAGE,Placement drive updates,hackathon.jpg,2025-10-09 16:12:13.191223,2026-01-05 16:12:13.200599
1618,190,104,VIDEO,Cultural fest memories,hackathon.jpg,2025-10-20 16:12:13.191225,2026-01-26 16:12:13.200602
1619,260,104,TEXT,Workshop on AI and Data Science,workshop.jpg,2025-10-17 16:12:13.191228,2026-01-08 16:12:13.200605
1620,447,102,TEXT,Placement drive updates,,2025-11-07 16:12:13.191230,2026-01-24 16:12:13.200607
1621,423,101,IMAGE,Great learning experience,placement.jpg,2025-12-18 16:12:13.191232,2026-01-11 16:12:13.200610
1622,284,104,TEXT,Workshop on AI and Data Science,hackathon.jpg,2025-09-13 16:12:13.191235,2025-12-31 16:12:13.200613
1623,203,102,IMAGE,Workshop on AI and Data Science,,2025-10-04 16:12:13.191237,2026-01-09 16:12:13.200616
1624,343,104,VIDEO,Hackathon highlights,,2025-12-04 16:12:13.191239,2026-01-13 16:12:13.200618
1625,166,104,IMAGE,Cultural fest memories,,2025-08-15 16:12:13.191242,2026-01-06 16:12:13.200621
1626,340,104,TEXT,Placement drive updates,hackathon.jpg,2025-12-18 16:12:13.191244,2026-01-04 16:12:13.200624
1627,245,104,IMAGE,Campus life moments,campus.jpg,2025-11-17 16:12:13.191246,2025-12-31 16:12:13.200627
1628,393,102,TEXT,Workshop on AI and Data Science,hackathon.jpg,2025-11-12 16:12:13.191249,2026-01-26 16:12:13.200629
1629,413,102,IMAGE,Cultural fest memories,,2025-09-16 16:12:13.191251,2026-01-28 16:12:13.200632
1630,401,101,IMAGE,Cultural fest memories,fest.jpg,2025-10-31 16:12:13.191254,2026-01-02 16:12:13.200635
1631,322,101,TEXT,Cultural fest memories,workshop.jpg,2025-08-03 16:12:13.191256,2026-01-02 16:12:13.200638
1632,419,104,IMAGE,Placement drive updates,fest.jpg,2025-10-19 16:12:13.191259,2026-01-10 16:12:13.200640
1633,340,101,IMAGE,Hackathon highlights,placement.jpg,2025-11-05 16:12:13.191261,2026-01-19 16:12:13.200643
1634,368,101,IMAGE,Great learning experience,workshop.jpg,2025-09-14 16:12:13.191264,2026-01-05 16:12:13.200646
1635,374,103,TEXT,Placement drive updates,hackathon.jpg,2025-10-17 16:12:13.191266,2026-01-05 16:12:13.200649
1636,312,104,IMAGE,Workshop on AI and Data Science,placement.jpg,2026-01-21 16:12:13.191268,2026-01-26 16:12:13.200652
1637,335,103,TEXT,Campus life moments,,2025-10-29 16:12:13.191270,2026-01-08 16:12:13.200654
1638,309,103,VIDEO,Hackathon highlights,hackathon.jpg,2025-12-26 16:12:13.191273,2025-12-30 16:12:13.200657
1639,362,103,TEXT,Hackathon highlights,placement.jpg,2025-09-13 16:12:13.191275,2025-12-31 16:12:13.200660
1640,318,103,TEXT,Campus life moments,workshop.jpg,2025-11-21 16:12:13.191278,2026-01-07 16:12:13.200663
1641,366,102,VIDEO,Great learning experience,fest.jpg,2025-09-10 16:12:13.191280,2025-12-31 16:12:13.200665
1642,325,104,VIDEO,Campus life moments,hackathon.jpg,2025-08-04 16:12:13.191282,2026-01-15 16:12:13.200668
1643,271,103,VIDEO,Placement drive updates,hackathon.jpg,2025-11-18 16:12:13.191285,2026-01-12 16:12:13.200671
1644,449,101,TEXT,Cultural fest memories,campus.jpg,2025-12-10 16:12:13.191288,2026-01-14 16:12:13.200674
1645,262,103,TEXT,Great learning experience,hackathon.jpg,2025-11-22 16:12:13.191290,2026-01-17 16:12:13.200676
1646,170,104,TEXT,Great learning experience,campus.jpg,2025-10-13 16:12:13.191292,2026-01-09 16:12:13.200679
1647,420,104,VIDEO,Cultural fest memories,hackathon.jpg,2025-10-10 16:12:13.191295,2026-01-23 16:12:13.200682
1648,365,103,TEXT,Cultural fest memories,placement.jpg,2025-08-23 16:12:13.191297,2026-01-25 16:12:13.200685
1649,449,101,IMAGE,Great learning experience,hackathon.jpg,2025-11-20 16:12:13.191299,2026-01-02 16:12:13.200687
1650,444,101,TEXT,Placement drive updates,hackathon.jpg,2025-11-28 16:12:13.191302,2025-12-30 16:12:13.200690
1651,134,104,TEXT,Hackathon highlights,hackathon.jpg,2025-08-05 16:12:13.191304,2026-01-06 16:12:13.200693
1652,72,104,TEXT,Great learning experience,workshop.jpg,2025-12-10 16:12:13.191306,2025-12-31 16:12:13.200696
1653,57,102,TEXT,Great learning experience,workshop.jpg,2025-11-22 16:12:13.191309,2026-01-15 16:12:13.200698
1654,241,103,IMAGE,Cultural fest memories,fest.jpg,2025-11-09 16:12:13.191311,2026-01-12 16:12:13.200701
1655,13,101,VIDEO,Campus life moments,hackathon.jpg,2025-10-24 16:12:13.191313,2026-01-04 16:12:13.200704
1656,454,101,IMAGE,Hackathon highlights,placement.jpg,2026-01-04 16:12:13.191316,2026-01-29 16:12:13.200706
1657,486,103,IMAGE,Great learning experience,workshop.jpg,2026-01-10 16:12:13.191318,2026-01-23 16:12:13.200709
1658,432,103,TEXT,Hackathon highlights,fest.jpg,2026-01-23 16:12:13.191321,2026-01-29 16:12:13.200712
1659,354,101,IMAGE,Hackathon highlights,workshop.jpg,2026-01-12 16:12:13.191323,2026-01-15 16:12:13.200714
1660,199,101,IMAGE,Cultural fest memories,fest.jpg,2025-11-11 16:12:13.191329,2026-01-25 16:12:13.200717
1661,139,104,TEXT,Workshop on AI and Data Science,workshop.jpg,2025-09-25 16:12:13.191332,2026-01-19 16:12:13.200720
1662,342,102,TEXT,Workshop on AI and Data Science,placement.jpg,2025-10-30 16:12:13.191334,2026-01-12 16:12:13.200723
1663,81,103,IMAGE,Campus life moments,campus.jpg,2025-11-05 16:12:13.191336,2026-01-10 16:12:13.200725
1664,130,103,TEXT,Great learning experience,,2025-09-06 16:12:13.191339,2026-01-27 16:12:13.200728
1665,305,101,VIDEO,Campus life moments,,2025-10-18 16:12:13.191341,2026-01-04 16:12:13.200731
1666,261,102,TEXT,Great learning experience,workshop.jpg,2025-12-08 16:12:13.191344,2026-01-22 16:12:13.200734
1667,153,101,VIDEO,Cultural fest memories,,2026-01-02 16:12:13.191346,2026-01-21 16:12:13.200736
1668,223,102,TEXT,Campus life moments,workshop.jpg,2025-08-24 16:12:13.191349,2026-01-08 16:12:13.200739
1669,457,104,TEXT,Campus life moments,,2025-10-11 16:12:13.191351,2026-01-21 16:12:13.200742
1670,361,101,VIDEO,Great learning experience,placement.jpg,2025-08-31 16:12:13.191353,2026-01-28 16:12:13.200745
1671,322,101,TEXT,Great learning experience,campus.jpg,2025-11-11 16:12:13.191356,2026-01-06 16:12:13.200747
1672,408,103,VIDEO,Cultural fest memories,workshop.jpg,2025-11-27 16:12:13.191358,2026-01-03 16:12:13.200750
1673,124,103,TEXT,Great learning experience,hackathon.jpg,2025-11-27 16:12:13.191360,2026-01-01 16:12:13.200753
1674,218,103,IMAGE,Cultural fest memories,placement.jpg,2025-12-09 16:12:13.191363,2026-01-27 16:12:13.200756
1675,426,104,VIDEO,Workshop on AI and Data Science,hackathon.jpg,2025-10-16 16:12:13.191365,2025-12-30 16:12:13.200758
1676,253,104,TEXT,Campus life moments,hackathon.jpg,2025-08-12 16:12:13.191367,2026-01-07 16:12:13.200761
1677,474,102,IMAGE,Great learning experience,fest.jpg,2025-12-25 16:12:13.191370,2026-01-11 16:12:13.200764
1678,260,101,VIDEO,Cultural fest memories,hackathon.jpg,2025-08-09 16:12:13.191372,2026-01-07 16:12:13.200767
1679,322,103,VIDEO,Placement drive updates,workshop.jpg,2025-09-03 16:12:13.191374,2026-01-02 16:12:13.200770
1680,94,102,TEXT,Workshop on AI and Data Science,placement.jpg,2025-11-24 16:12:13.191377,2025-12-31 16:12:13.200772
1681,431,101,IMAGE,Workshop on AI and Data Science,fest.jpg,2025-09-28 16:12:13.191379,2026-01-10 16:12:13.200775
1682,86,102,VIDEO,Cultural fest memories,workshop.jpg,2025-11-19 16:12:13.191382,2026-01-22 16:12:13.200778
1683,49,101,VIDEO,Great learning experience,workshop.jpg,2025-10-17 16:12:13.191384,2026-01-29 16:12:13.200781
1684,180,102,TEXT,Placement drive updates,fest.jpg,2025-08-15 16:12:13.191387,2025-12-31 16:12:13.200783
1685,21,103,TEXT,Great learning experience,hackathon.jpg,2025-10-04 16:12:13.191389,2026-01-17 16:12:13.200786
1686,444,101,IMAGE,Placement drive updates,placement.jpg,2025-10-01 16:12:13.191391,2026-01-27 16:12:13.200789
1687,97,101,TEXT,Workshop on AI and Data Science,fest.jpg,2026-01-18 16:12:13.191394,2026-01-09 16:12:13.200791
1688,378,101,TEXT,Cultural fest memories,workshop.jpg,2025-10-23 16:12:13.191396,2026-01-05 16:12:13.200794
1689,359,101,IMAGE,Great learning experience,placement.jpg,2025-12-12 16:12:13.191399,2026-01-27 16:12:13.200797
1690,144,103,VIDEO,Placement drive updates,,2025-08-06 16:12:13.191401,2026-01-16 16:12:13.200800
1691,416,103,TEXT,Workshop on AI and Data Science,workshop.jpg,2025-11-21 16:12:13.191404,2026-01-19 16:12:13.200802
1692,158,104,IMAGE,Placement drive updates,,2025-11-16 16:12:13.191406,2026-01-17 16:12:13.200805
1693,9,102,TEXT,Cultural fest memories,fest.jpg,2025-12-26 16:12:13.191409,2026-01-03 16:12:13.200808
1694,140,104,TEXT,Campus life moments,workshop.jpg,2025-09-11 16:12:13.191411,2026-01-29 16:12:13.200810
1695,441,102,VIDEO,Campus life moments,placement.jpg,2025-12-16 16:12:13.191413,2026-01-26 16:12:13.200813
1696,472,101,TEXT,Hackathon highlights,hackathon.jpg,2026-01-11 16:12:13.191416,2026-01-25 16:12:13.200816
1697,7,101,TEXT,Placement drive updates,workshop.jpg,2025-12-06 16:12:13.191419,2026-01-18 16:12:13.200819
1698,15,102,IMAGE,Placement drive updates,,2025-11-21 16:12:13.191421,2026-01-24 16:12:13.200822
1699,274,102,IMAGE,Great learning experience,,2025-12-24 16:12:13.191424,2026-01-09 16:12:13.200824
1700,23,104,IMAGE,Hackathon highlights,workshop.jpg,2025-11-03 16:12:13.191426,2026-01-13 16:12:13.200827
1701,218,104,TEXT,Cultural fest memories,workshop.jpg,2025-11-08 16:12:13.191428,2026-01-04 16:12:13.200830
1702,208,103,IMAGE,Campus life moments,fest.jpg,2025-09-22 16:12:13.191430,2026-01-10 16:12:13.200833
1703,365,104,IMAGE,Campus life moments,fest.jpg,2026-01-17 16:12:13.191433,2025-12-31 16:12:13.200835
1704,22,102,IMAGE,Great learning experience,hackathon.jpg,2025-08-12 16:12:13.191435,2026-01-11 16:12:13.200838
1705,200,104,TEXT,Hackathon highlights,,2025-11-07 16:12:13.191437,2026-01-24 16:12:13.200841
1706,314,101,VIDEO,Cultural fest memories,workshop.jpg,2025-08-16 16:12:13.191440,2026-01-15 16:12:13.200843
1707,390,101,TEXT,Cultural fest memories,hackathon.jpg,2025-10-20 16:12:13.191442,2026-01-28 16:12:13.200846
1708,497,103,IMAGE,Cultural fest memories,fest.jpg,2025-10-02 16:12:13.191444,2026-01-29 16:12:13.200849
1709,38,102,IMAGE,Great learning experience,placement.jpg,2025-12-03 16:12:13.191447,2026-01-14 16:12:13.200852
1710,195,101,IMAGE,Workshop on AI and Data Science,,2026-01-18 16:12:13.191449,2026-01-25 16:12:13.200854
1711,53,102,IMAGE,Great learning experience,hackathon.jpg,2026-01-09 16:12:13.191451,2026-01-16 16:12:13.200857
1712,251,104,VIDEO,Cultural fest memories,fest.jpg,2025-11-01 16:12:13.191453,2026-01-21 16:12:13.200860
1713,12,102,TEXT,Workshop on AI and Data Science,fest.jpg,2025-10-28 16:12:13.191456,2026-01-14 16:12:13.200863
1714,454,102,IMAGE,Great learning experience,placement.jpg,2025-12-29 16:12:13.191458,2026-01-16 16:12:13.200866
1715,367,104,VIDEO,Hackathon highlights,placement.jpg,2025-10-28 16:12:13.191461,2026-01-19 16:12:13.200868
1716,487,101,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-10-19 16:12:13.191463,2026-01-21 16:12:13.200871
1717,70,103,IMAGE,Placement drive updates,workshop.jpg,2026-01-04 16:12:13.191466,2026-01-23 16:12:13.200874
1718,367,103,IMAGE,Cultural fest memories,placement.jpg,2026-01-23 16:12:13.191468,2026-01-04 16:12:13.200877
1719,493,103,TEXT,Great learning experience,campus.jpg,2025-10-17 16:12:13.191471,2026-01-22 16:12:13.200880
1720,356,103,VIDEO,Workshop on AI and Data Science,campus.jpg,2026-01-10 16:12:13.191473,2026-01-10 16:12:13.200883
1721,268,103,TEXT,Campus life moments,hackathon.jpg,2025-09-29 16:12:13.191475,2026-01-07 16:12:13.200886
1722,78,104,VIDEO,Placement drive updates,campus.jpg,2025-10-19 16:12:13.191478,2026-01-21 16:12:13.200889
1723,289,104,VIDEO,Cultural fest memories,fest.jpg,2025-12-20 16:12:13.191480,2026-01-01 16:12:13.200892
1724,448,101,TEXT,Placement drive updates,,2025-12-06 16:12:13.191482,2026-01-04 16:12:13.200894
1725,184,102,TEXT,Placement drive updates,placement.jpg,2025-12-13 16:12:13.191484,2026-01-26 16:12:13.200897
1726,458,102,IMAGE,Great learning experience,campus.jpg,2026-01-04 16:12:13.191487,2026-01-17 16:12:13.200900
1727,276,103,IMAGE,Cultural fest memories,workshop.jpg,2025-08-17 16:12:13.191489,2026-01-05 16:12:13.200903
1728,19,102,TEXT,Hackathon highlights,hackathon.jpg,2026-01-04 16:12:13.191491,2026-01-02 16:12:13.200905
1729,319,104,TEXT,Placement drive updates,hackathon.jpg,2025-09-20 16:12:13.191494,2026-01-18 16:12:13.200908
1730,219,103,VIDEO,Placement drive updates,,2025-12-08 16:12:13.191496,2026-01-04 16:12:13.200911
1731,45,104,IMAGE,Workshop on AI and Data Science,workshop.jpg,2026-01-26 16:12:13.191499,2026-01-12 16:12:13.200914
1732,338,102,IMAGE,Great learning experience,hackathon.jpg,2025-12-23 16:12:13.191501,2026-01-05 16:12:13.200916
1733,5,103,TEXT,Campus life moments,placement.jpg,2025-12-18 16:12:13.191504,2026-01-09 16:12:13.200919
1734,33,104,IMAGE,Placement drive updates,hackathon.jpg,2025-11-07 16:12:13.191507,2026-01-20 16:12:13.200922
1735,435,104,IMAGE,Cultural fest memories,hackathon.jpg,2025-08-25 16:12:13.191509,2026-01-01 16:12:13.200925
